Skin Type,Usage Periode,Review,Rating,Label
"Oily, Medium Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Lazada,jujur ya tim anti arus produk hype skintific produk banyaaaakkkk banget bilang bagus let sih hybe coba dannnn hasil buruk guys minggu pakai muka bruntusan timbul jerawat super syokkk banget retinol kandung aman aman kulit ku purging ya dikit banget muka muka kapooook banget mikir ohhh cocok nih wajah sensitif hibah kakak hasil muka kakak badak mana cocok cocok pakai skincare,1,Negative
"Combination, Light, Cool",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,suka sih tekstur unik gold kayak jelly gampang nyerep kalo pakai malam pagi muka kinclong notice garis halus lumayan pudar pakai kali minggu gentle bikin breakout,5,Positive
"Combination, Medium, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,serum retinolnya skintific cocok banget pakai ya allah bisa product hasil pakai wajah mulus kencang glowing minggu kalo pakai rutinselangseling ya pakai product retinol tekstur unik kayak cream retinolnya bulir bulir jelly cepat blend aplikasi wajah inti product cocok banget banget banget wajah,5,Positive
"Normal, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,retina serum scintific ditunggutunggu hadir kemas pump cantik serum bintik sparkle perlahan serap kulit hasil retinol mild gentle mula audah retinol gampang serap efek langsung rasai calming bikin kering bulan pakai asa tekstur kulit bouncy radiant works gentle mild retinol bagus,4,Positive
"Normal, Medium Light, Warm",Usage Period : 6 months - 1 yearPurchase Point : Tokopedia,salah skincare retinol gentle asa maka retinol panas kering tarik packagingnya ok pump serum bening beads nya sok far pakai serum pagi rasa halus muka efek jangka kayak antiagingnya diukurrr,5,Positive
"Combination, Light, Cool",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,skintific retinol serum beginner friendly dalem bulir emas isi encapsulated retinol pecah diapply kulit tekstur kental berat feel basah lembab butuh resap total bantu pudar bekas jerawat jerawat tumbuh auto kempes emeejingg  gentle bikin kulit lembut plump cerah ,5,Positive
"Dry, Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,newbie perretinolan super suka sih putus pakai retinol umur mikir pakai retinol kurleb bulan kali ya itu maju mundur benerbener takut pakai retinol bilang kalo pakai retinol kayak gambling super kalo cocok super bagus kalo cocok ya bo  pakai retinol super suka muka super plump jujur kaget pakai retinol sadar menstruasi hormonal acne muncul jerawat kistik lumayan gede pramenstruasi texturenya gel kayak bulir bulir dalam cuman spread hilang aroma sih combi dry melembabkan loh sukakk pokok serum really impressive new retinol world ,5,Positive
"Combination, Medium Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,pakai produk pindah sih produk segi bahan produk alcohol free fragrance essential oil free ku retinol gentle ya pengaruh ngurangin jerawat cerahin muka bantu niacinamide produk efek tua fine line dll sih pengaruh sih pakai tekstur nya mudah banget serap efek negatif pakai segi harga ku murah sih,4,Positive
"Oily, Medium Light, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,coba serum retinal ringan ajaminimal iritasi coba serum initidak tiru jujur pakai serum combo moisturisernya benar asih dampak jerawat sekitar dagu jerawat muncul sekitar dagu sembuh bekas pr selesai skincare kandung mencerahkankalau efek serum teskturnya ringancepet meresapnyadan melembabkan kulit,5,Positive
"Combination, Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Instagram,sekian coba deh       produk okee parah  oke botol kaca aplikator pump kombinasi warna gold transparan ringkih serta box segel plastik  kayak runny gel pearly beads instantly melt touches skin super ringan mudah serap wangi much ya enak seger kombinasi types encapsulated retinol kali ceramides peptides klaim hasil ganti sel cepat efektif tanda tua minim irritation cerah rata skin tone kunci kelembaban kurang kerut garis halus kuat skin barrier  pakai kulit rasa super smooth kulit oilygreasy tacky efek retinolnya bikin kulit kering iritasi ya cerah kulit rasa hydrated good especially dry skin kulit kayak booster anti aging support,5,Positive
"Combination, Medium, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,penasaran produk nya skintific coba retinol nya retinol habis alhamdulillah cocok pakai nimbulin jerawat cekit wajah rutin pakai cocok guna retinol tau ya pakai retinol hasil kayak oke teksture nya cair kayak melembabkan bikin wajah kusam sih asa suka hasil teksturenya retinol avoskin ngabisin botol,4,Positive
"Combination, Medium Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Sociolla,dia terkadang suka gatel sih bilang produk skintific rada gagal dia campur ketemu pelembabnya bhumi kalo produk sih bhumi santuy sih muka sehat bentuk cair bening lengket tekstur bulir halus kayak bulir jeruk sih kalo baur ikut cair lumer otomatis cepat resap walo kayak musti diam basah rasa lembap khas serum pakai biar bangun tidur jam pagi kepliket langsung bikin bumps orang bruntusan muka sensitif ya rutinitas erti sih orang musti hati pakai retinol efek samping depan musti hati pilih orang hati makeknya,3,Neutral
"Dry, Medium Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Official Brand Store,beli lamaa pakai maju mundur review jujur pakai kali saking takut retinol kulit tipe sensitif acne prone suka gatal pakai produk cocok untung pakai cocok takut kering ngelupas akalin slugging moisturizer habis paki retinol sayang kulit flare berani pakai retinol takut parah sok far pakai bagus bagus,5,Positive
"Dry, Medium, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,produk retinol pertamakuuu coba retinol bagus jerawat injak usia wkwkkw tekstur cair bulir pikir serum gentle kulit sensitif kandung ceramidenya tidaak cocok serum bikin jerawat kayak bentol,5,Positive
"Oily, Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Tokopedia,sok far serum claims kulit ku bantu pudar merah bekas jerawat thanks retinal niacinamide jerawat aktif bantu adang hail centella asiatica indeed gentle skin kandung retinolnya tarik jenis kandung ceramide serum bikin hati raguragu coba retinol cerah kulit plump hydrated love serum works skin formula gel runny encapsulated retinol serap cepat kulit one best gentle retinol,4,Positive
"Combination, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Beautyhaulindo,serum retinol dengar pakai retinol hati takut pakai retinol skintific efek negatif kulit pakai xmgg telah pakai alhamdulillah efek negatif kulit forma tau ngefek ubah signifikan kulit,4,Positive
"Dry, Medium Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Lazada,high expectations formula skintific cocok serum retinol bikin muka iritasi tau tipe muka drysensitif skin barrier kuat retinol pakai kali p r e  harga kalo minat gue pesan laz flagshipnya skintificc,2,Negative
"Oily, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : PR Package,suka banget tekstur unik cantik mewah feela pakai hasil muas  gentle mula ku coba retinol aman coba,5,Positive
"Combination, Light, Cool",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,kali coba pagi muka kusam mikir pakai bareng moisturizernya kali coba pakai kusam pagi erti salah mana pakai retinol merk kaya,2,Negative
"Combination, Medium, Neutral",Usage Period : Less than 1 weekPurchase Point : Shopee,first time coba retinol cocok bikin bruntusan gatel banget dipakein pump pas pakai layer mois kalo orang metode sandwich tekstur thick bulir kuning encap retinolnya cepat resap lengket bau sok sorry serum niacinamidenya bagus banget hasil jodoh kali ya retinol huhuhu,2,Negative
"Oily, Medium, Warm",Usage Period : 1 week - 1 monthPurchase Point : Tokopedia,beli produk coba berekspetasi toner niacinnya bagus wajah pengin coba retinol gentle retinol pakai strong muka coba pakai retinol kurleb minggu bikin wajah cerah jerawat langsung kempes ngurangin jerawat banget pakai retinol jerawat muncul pms doang sng banget skintific works well muka bikin wajah sehat glowing,5,Positive
"Dry, Medium Light, Neutral",Usage Period : Less than 1 weekPurchase Point : PR Package,       cari encapsulated retinol entry level ringan pasti cocok mula kulit sensitive rekomendasi brand skintific super viral btw retinol cakep segi ngereviewnya seexcited     tte technology kombinasi types encapsulated retinol kali ceramides peptides   hasil ganti sel cepat efektif tanda tua minim irritation cerah rata skin tone kunci kelembaban kurang kerut garis halus kuat skin barrier     warna emas light fast absorb super gentle cepat nyerap greasy heavy bulirbulir mewah ngerelease active ingredienstnya apply wangi segar ganggu samsek   kesan produk premium langsung botol kaca aplikator pump kombinasi warna gold transparan ringkih serta box lengkap knowledge produk    buat retinol life changing ygy rasai kulit supple healthy lembab halus efek glowingnya nyata iyes kudu rutin konsisten resultsnya kesini suka banget skin better ,5,Positive
"Dry, Medium Dark, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,beli bareng mosturizer retinolnya biar combo mantap surantap sih wangi mosturizernya nyaman hidung kalo tidur pakai bangun bangun halus banget kalo lihat kaca bagus kenyal ah im sok love,5,Positive
"Dry, Light, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,iseng belikan serum retinol mama eh cocok pakai produk askin ngaruh umur pas coba produk cocok efek langsung cerah lembab muka nyetok ,5,Positive
"Combination, Light, Cool",Usage Period : 1 week - 1 monthPurchase Point : Shopee,pakai sok far signifikan improvement suka produk gampang serap residu lengket kesan tebal bulir bulir kemas bikin efek dewy enak banget muka aroma ganggu,4,Positive
"Combination, Medium, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,ngabisin botol retinol merk kali ganti reformula suka tekstur rada pliket muka putus coba retinol serum brand skintific mikirnya puas banget pelembabnya tau retinolnya cocok bagus pakai kali minggu bulan complain jerawat kecilkecil cepat kering gampang copot zitsnya muka cerah bersih seoily bekas jerawat cepat pudar wangi tipe sweet lembut gampang resap kulit,5,Positive
"Combination, Medium Light, Warm",Usage Period : 1 week - 1 monthPurchase Point : Shopee,tekstur watery butir warna kuning kalo aplikasi pecah nyatu kulit efek pakai minggu jerawat rahang jerawat aktif retinol hilang alhamdulilahhhh purgingnya kulit cerah lumayan bikin kenyal neng cocok retinol retinol skintific mild,5,Positive
"Normal, Medium Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,coba rekomendasi temenku percaya perskincarean cari serum retinol sesuai temenku bilang sih cocok banget pakai retinol cocok muka pas bangun pagi muka halus lembab kenyal pakai pakai ya selang seling serum,5,Positive
"Dry, Medium Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,kali cocok pakai retinol sesuai claimnya gentle retinol hasil super lembab enak banget kalo mlem pakai pagi muka lembab glowing kayak segar banget wajah gentle berani pakai ya sensitif retinol pakenya selang seling serum,5,Positive
"Normal, Medium Light, Neutral",Usage Period : Less than 1 weekPurchase Point : tiktok,gentle retinol judul lembut kering wajah pakai krim telah lembab apaapa lembut ringan ubah kulit lembut ringan apply wajah,5,Positive
"Dry, Light, Cool",Usage Period : 1 week - 1 monthPurchase Point : PR Package,gentle retinol bilang rasa gentle banget kulit serum pakai kali ceramides peptides kulit rasa lembab serum ngebuat kulit kering  kulit sensitif pakai aman banget tekstur super ringannn cepat banget resap ngebuat kulit lembab greasy wangi enak segar much ya kayak produk retinol kadang bau enak  malam pakai kulit rasa gentle banget rasai serum tuh bantu banget recovery bekas jerawat kulit rasa tight enak banget ,5,Positive
"Combination, Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,sok far serum retinol baik coba i ve using retinol since years ago used effect produk ku coba kayak oke gentle efek signifikan efek kulit gampang ambek serum sesuai nama gentle kandung mana tipe retinol dalam bikin efek banget result rasa bantu reda jerawat baik tampil tekstur kulit smooth benarbenar bikin kulit kenyal youthful pakai sense,5,Positive
"Dry, Medium Light, Cool",Usage Period : 1 week - 1 monthPurchase Point : PR Package,retinol canggih gue temuin kandung mainmain gentle sesuai nama retinol cocok kulit super sensitive tekstur unik cepat serap tau review lengkap cek yt cindy widy,5,Positive
"Oily, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : FD Flash Sale,retinol pertama light banget tekstur gampang banget serap kulit oily suka banget finishingnya glowy shiny efek kerut halus kurang minimal pakai bulan new bie coba retinol oke banget coba retinol hasil encapsulated gentle resiko iritasi minim,5,Positive
"Dry, Light, Warm",Usage Period : 1 week - 1 monthPurchase Point : Shopee,paham retinol bagus tuh kayak coba retinol tuh skintific pakai serum moist gel nya efek aneh malam pakai retinol set nya skintific kecuali kalo jadwal exfoliasi kalo malam nya pakai retinol set pagi nya kulit kayak sehat banget glowing usia kepala cocok banget retinol nih anti aging ,5,Positive
"Combination, Light, Warm",Usage Period : 1 week - 1 monthPurchase Point : Tokopedia,ok sok serum reaaaally nice new retinol teskturnya runny gel pearly beads dalem instantly melt touches skin easy spread around face nyerepnya butuh suka finishnya sih tau ingredient dalem bikin kulit rasa super smooth oilygreasy tacky kalo omong efek retinolnya nama serum gentle pakai kali hari segentle bikin kulit keringiritasi efek lembabnya good especially dry skin pump cover sluruh muka leher suka pakai siang retinaltretinoin malam hari kulit kayak booster anti aging support like,4,Positive
"Oily, Medium Light, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,pakai oke lama perih wajah apply kayak oke kena moist pedih moistnya calming gabung bahan aktif coba metode sandwich pakai kali minggu efek perih wajah esok hari pakai ss kena panas pakai retinol merk perih cocok retinol serum originote habis dihabisin sih,1,Negative
