Skin Type,Usage Periode,Review,Rating,Label,cleaned_review
"Combination, Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : PR Package,klaim timereleased technology cepat efektif timbul iritasi aman lu skin barrier rusak kulit sensitif lawan garis halus kerut hasil signifikan minggu pakai kembali elastisitas encang jaga skin barrier kunci kelembabankulit halus kencang ingredients encaptulated retinol retinol retinal hydoroxypinacolone retinoate kali ceramides ns ng npap eop peptides gabung maytixyl peptide skn ake peptide acetyl tetrapeptide niacinamide dipotassium glycyrrhizate sodium hyaluronate centella asiatica ext tocopheroletc notable effect antiaging antioxidant antiacne brightening soothing hydrating note paraben alcohol sls mineral oil fragrance silicone fungal acne safe bpom skin type cara pakai pump malam design simple dominasi warna gold lengkap dus plastik bungkus produk botol kaca tebal aplikator airless pump tekstur gel watery bening bulir gold mudah rata cepat serap lengket ringan nyaman efek ademin lembabin kulitada wangi floral alergi tingling burning cekat cekit gatel perih efek rasa bikin kulit adem kenyal halus lifted cerah kusam esok hari asa halussehat plumpy kenyal glowing cerah pakai bantu banget memperbaikin kulit gradakan habis mens bantu rawat jerawat ngempesin pudar bekas jerawat utus jerawat jarang muncul minim banget tekstur kulit kasar kulit gampang minyak oil control bikin keringpecah pori soft samar gentle mudah terima kulit cocok lu mula note test patch coba kali minggu pakai daily exfo product kalo pakai selang seling ya rasa hydrate pakai produk hydrating layering wajib sunscreen,5,Positive,klaim timereleased technology cepat efektif timbul iritasi aman lu skin barrier rusak kulit sensitif lawan garis halus kerut hasil signifikan minggu elastisitas encang jaga skin barrier kunci kelembabankulit halus kencang ingredients encaptulated retinol retinol retinal hydoroxypinacolone retinoate ceramides ns ng npap eop peptides gabung maytixyl peptide skn ake peptide acetyl tetrapeptide niacinamide dipotassium glycyrrhizate sodium hyaluronate centella asiatica ext tocopheroletc notable effect antiaging antioxidant antiacne brightening soothing hydrating note paraben alcohol sls mineral oil fragrance silicone fungal acne safe bpom skin type pump malam design simple dominasi warna gold lengkap dus plastik bungkus botol kaca tebal aplikator airless pump tekstur gel watery bening bulir gold mudah cepat serap lengket ringan nyaman efek ademin lembabin kulitada wangi floral alergi tingling burning cekat cekit gatel perih efek kulit adem kenyal halus lifted cerah kusam esok asa halussehat plumpy kenyal glowing cerah bantu memperbaikin kulit gradakan habis mens bantu rawat jerawat ngempesin pudar bekas jerawat utus jerawat jarang muncul minim tekstur kulit kasar kulit gampang minyak oil control keringpecah pori soft samar gentle mudah terima kulit cocok lu note test patch coba minggu daily exfo product kalo selang seling hydrate hydrating layering wajib sunscreen
"Combination, Medium, Warm",Usage Period : Less than 1 weekPurchase Point : Shopee,retinol ajaib banget fisrt impress pakai malam takjub banget malam wajah shinning shimering alias glowing bulan cerah muka enjoy pakai beli,5,Positive,retinol ajaib fisrt impress malam takjub malam wajah shinning shimering alias glowing cerah muka enjoy beli
"Combination, Light, Cool",Usage Period : Less than 1 weekPurchase Point : Shopee,serum satu gentle kulit sensitif kandung bagus bangett jerawat cepat kering bekas jerawat pudar banget pori besih pokok oke banget sih produk cuman sayang susah banget cari dengar discontinue launch pakai,5,Positive,serum gentle kulit sensitif kandung bagus bangett jerawat cepat kering bekas jerawat pudar pori besih oke sih cuman sayang susah cari dengar discontinue launch
"Combination, Medium Light, Neutral",Usage Period : 6 months - 1 yearPurchase Point : Shopee,retinol cocok mula kandung retinol ringan mula cekat cekit perih bantu kulit lembab halus plumpy,5,Positive,retinol cocok kandung retinol ringan cekat cekit perih bantu kulit lembab halus plumpy
"Normal, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,retinol cocok skintific pagi pas bangun wajah kering lembab ngurangin kerut sih kulit cerah pakai bulan pas pakai enak bulir,5,Positive,retinol cocok skintific pagi pas bangun wajah kering lembab ngurangin kerut sih kulit cerah pas enak bulir
"Oily, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,pakai retinol kulit kering kelupas coba cari retinol gentle coba skintific gentle retinol pakai minggu kali aman banget kulit kelupas kering kulit sekar serasa halus glowing mulus jerawat bulan garis halus pudar pas pakai rasa panas nambahin pelembab muka,5,Positive,retinol kulit kering kelupas coba cari retinol gentle coba skintific gentle retinol minggu aman kulit kelupas kering kulit sekar serasa halus glowing mulus jerawat garis halus pudar pas panas nambahin pelembab muka
"Combination, Medium Light, Neutral",Usage Period : Less than 1 weekPurchase Point : Shopee,salah revie mesti vit sih retinol ngapusnya bijimane ya hapus bingung akutu salah kamar eui ya kalo review kudu karakter nih gue ketik penuh karakter sekian terima gaji,3,Neutral,salah revie mesti vit sih retinol ngapusnya bijimane hapus bingung akutu salah kamar eui kalo review kudu karakter nih gue ketik penuh karakter sekian terima gaji
"Oily, Medium Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Instagram,retinol bulan produk cocok coba retinol retinolnya skintific timbul cekat cekit wajah muka beruntusancocokuntuk serum skintific malam esok hari muka tenang,5,Positive,retinol cocok coba retinol retinolnya skintific timbul cekat cekit wajah muka beruntusancocokuntuk serum skintific malam esok muka tenang
"Combination, Medium, Neutral",Usage Period : 6 months - 1 yearPurchase Point : Shopee,bucin moisturizernya penasaran sih serum cocok asa beda efek signifikan kalo duoin teksture wangi kental kayak sih moisturizer hasil pakai series kulit asa kenyal lembab minyak beruntus jarang,5,Positive,bucin moisturizernya penasaran sih serum cocok asa beda efek signifikan kalo duoin teksture wangi kental sih moisturizer hasil series kulit asa kenyal lembab minyak beruntus jarang
"Combination, Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,packagingnya oke tutup gampang retak kalo jatuh longgar rekomen pakai rasa efek signifikan pakai rutin tekstur suka mudah serap,2,Negative,packagingnya oke tutup gampang retak kalo jatuh longgar rekomen efek signifikan rutin tekstur suka mudah serap
"Combination, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,produk skintific kecewa skintific gentle retinol renewal serum cocok banget coba pakai retinol produk bikin kulit kering pokok cocok banget mula,5,Positive,skintific kecewa skintific gentle retinol renewal serum cocok coba retinol kulit kering cocok
"Normal, Light, Neutral",Usage Period : 6 months - 1 yearPurchase Point : Shopee,product retinol aman buat bikin efek negatif sih kulit gel bulir emas encapsulated kali ya enak banget asih efek plumpy esok hari gentle banget ya cocok mula habis botol beli ml moistnya ml,5,Positive,product retinol aman efek negatif sih kulit gel bulir emas encapsulated enak asih efek plumpy esok gentle cocok habis botol beli ml moistnya ml
"Oily, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Tiktokshop,tekstur cair cepat resap kulit sih bikin cekat cekit pakai malemnya pakai jamin tekstur kulit wajah lenyap benerbener langsung halus komedo beruntus habis pakai deh kenal komedo beruntus lupa pagi pakai sunscreen ya ,5,Positive,tekstur cair cepat resap kulit sih cekat cekit malemnya jamin tekstur kulit wajah lenyap benerbener langsung halus komedo beruntus habis kenal komedo beruntus lupa pagi sunscreen
"Dry, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,kali pakai retinol takut coba nya pilih retinol gentle kayak skintific pakai febuari kemarin minggu ngefek banget muka glowing komedo ku kurang banget jxb banget repurchase skintific retinol ribu itu botol botol,5,Positive,retinol takut coba nya pilih retinol gentle skintific febuari kemarin minggu ngefek muka glowing komedo jxb repurchase skintific retinol ribu botol botol
"Dry, Medium, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,serum retinol pertama klaim sensitive skin friendly berani coba pakai jujur teman notice kulit glowing samar fine les ya pakai botol hihihi merah parah worth try pokonyaaa,5,Positive,serum retinol klaim sensitive skin friendly berani coba jujur teman notice kulit glowing samar fine les botol hihihi merah parah worth try pokonyaaa
"Dry, Medium, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,retinol pakai turut efek dirasain ya cuman kalo pakai pas malam pagi bangun bangun kulit kenyall lembab efek negatif kulit coba retinol,5,Positive,retinol efek dirasain cuman kalo pas malam pagi bangun bangun kulit kenyall lembab efek negatif kulit coba retinol
"Dry, Light, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,basenya air enak banget cepat serap kulit wangi soft banget kulit langsung lembut cerah dipakenya malam kalo besok pagi rasa segerrr kulit lembab efek kulit halus cerahh sih,5,Positive,basenya air enak cepat serap kulit wangi soft kulit langsung lembut cerah dipakenya malam kalo besok pagi segerrr kulit lembab efek kulit halus cerahh sih
"Combination, Medium, Warm",Usage Period : 6 months - 1 yearPurchase Point : Tokopedia,beli bundling tube jar isi sih tekstur watery mending tube kayak biar gampang dipakenya enak pakai gampang ngeblend pagi muka mulus deh enak lembab gentle ya gatakut makenya,5,Positive,beli bundling tube jar isi sih tekstur watery mending tube biar gampang dipakenya enak gampang ngeblend pagi muka mulus enak lembab gentle gatakut makenya
"Oily, Medium Light, Warm",Usage Period : 1 week - 1 monthPurchase Point : tiktok shop,serum gentle mula sih nyaman bikin kulit pas bangun tidur tuh haluuuuus lembut tekstur gel butir kecil pas rata wajah satu kulit wangi ganggu sih cepat habis pakai malam oh iya pakai malam kandung gentle kalo pakai kali minggu hasil kulit halus lembut kering kalo jerawat gede lumayan ngaruh bikin kempes sayang jerawat orang tipe beruntus ngefek sih pakai overall mula pakai retinol wajib coba pakai retinol kaya nendang sih,4,Positive,serum gentle sih nyaman kulit pas bangun tidur tuh haluuuuus lembut tekstur gel butir pas wajah kulit wangi ganggu sih cepat habis malam oh iya malam kandung gentle kalo minggu hasil kulit halus lembut kering kalo jerawat gede lumayan ngaruh kempes sayang jerawat orang tipe beruntus ngefek sih overall retinol wajib coba retinol kaya nendang sih
"Combination, Medium, Warm",Usage Period : More than 1 yearPurchase Point : Shopee,beli paket ya moisturizer nya review ku moisturizer nya bikin kulit lembab banget halus kenyal ya kulit wajah sehat bersih ngalamin iritasi harga lumayan ya pintar hemat produk nya sih pakai botol ya pelit retinol pakai,5,Positive,beli paket moisturizer nya review moisturizer nya kulit lembab halus kenyal kulit wajah sehat bersih ngalamin iritasi harga lumayan pintar hemat nya sih botol pelit retinol
",19 - 24",Usage Period : 1 week - 1 monthPurchase Point : Instagram,beli coba kali sayang jodoh paksa biar pakai retinolnya skintific jujurly bikin wajah cerah telah jiriwit gatel huhu sedih banget excited kalah produk belah sayang banget cocok,3,Neutral,beli coba sayang jodoh paksa biar retinolnya skintific jujurly wajah cerah jiriwit gatel huhu sedih excited kalah belah sayang cocok
"Combination, Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,good product cocok banget retinol produk belah sayang discontinued produk reformula cocok sok sad first impressionnya cantik banget serpih gold packaging bad printnya tube luntur produk sok far cocok btw habis set sih moisturizer nya cocok repurchase barang official habis discontinued,4,Positive,good product cocok retinol belah sayang discontinued reformula cocok sok sad first impressionnya cantik serpih gold packaging bad printnya tube luntur sok far cocok btw habis set sih moisturizer nya cocok repurchase barang official habis discontinued
"Combination, Light, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,jos gandos edan kulit cerah pakai malam kalo pagi asli segar banget minyak samsek bree pori pori alus terus retinolnya bikin iritasi super gentle cocok pakai malam mending beli woi bikin kulit merah merah cekit cekit ngelotok pol,5,Positive,jos gandos edan kulit cerah malam kalo pagi asli segar minyak samsek bree pori pori alus retinolnya iritasi super gentle cocok malam mending beli woi kulit merah merah cekit cekit ngelotok pol
"Combination, Medium, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Brand website,sadar kulit kerut biasa ngerutin dahi susah dihihangkan coba retinol skintificmoist pakai wig banget brkurang kerut dahi mata,5,Positive,sadar kulit kerut ngerutin dahi susah dihihangkan coba retinol skintificmoist wig brkurang kerut dahi mata
"Oily, Medium, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Official Brand Store,gila ya percaya skincare bagi skin care non dokter non klinik non kelupas manjur muka kulit bandel kulit wajah super gradakan dulunya fine lineskusampori bumpy kayak gttapi kali pakai retinol kurang banget nih pakai bulan full retinolnya pagi pakai niacinamide sunscreen bagus banget kulit banding pori gede pipi kecil bumpy hilang gilapp saking mulus gila,5,Positive,gila percaya skin care non dokter non klinik non kelupas manjur muka kulit bandel kulit wajah super gradakan dulunya fine lineskusampori bumpy gttapi retinol nih full retinolnya pagi niacinamide sunscreen bagus kulit banding pori gede pipi bumpy hilang gilapp saking mulus gila
"Oily, Medium, Neutral",Usage Period : Less than 1 weekPurchase Point : Official Brand Store,bagi orang cocokbut doesnt work meaku jearwatan gara gara dia padahal pakai minggu kali urut pakai retinol pakai hydrating toner orang serum bikin kecewantah acne prone gaboleh pakai ngertitp cocok kali tau cocok,1,Negative,orang cocokbut doesnt work meaku jearwatan gara gara minggu urut retinol hydrating toner orang serum kecewantah acne prone gaboleh ngertitp cocok tau cocok
"Combination, Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,pakai bulan wajah cerah kalo ngurangi kerut kayak packaging bagus botol kaca pump encapsulated retinol nya kayak butir butir serum butir sulit leleh deh coba rutinin deh cantik butuh proses ,4,Positive,wajah cerah kalo ngurangi kerut packaging bagus botol kaca pump encapsulated retinol nya butir butir serum butir sulit leleh coba rutinin cantik butuh proses
"Combination, Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,kalo kemas botol kaca bening warna gold botol pump ya bulan pakai efek negatif paling muncul jerawat area pakein face oil brand sembuh efek positif kulit muka cerah hilang garis halus kerut sih,4,Positive,kalo kemas botol kaca bening warna gold botol pump efek negatif muncul jerawat area pakein face oil brand sembuh efek positif kulit muka cerah hilang garis halus kerut sih
