Skin Type,Usage Periode,Review,Rating
"Dry, Light, Warm",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"KALO ADA YG BILANG INI RAMAH RETINOL, BULSHIT!! Dipemakaian ke-3 ini besoknya tiba tiba jidatku ada luka (kayak kulit terkelupaslah) merah, perih. kecil sih, tapi kaget kok gini padahal ga ngapa ngapain. Agak ngeri juga. Kemungkinan karena retinol ini karena kan semalem habis pake. mungkin aku kebanyakan pakenya wkwk. Kalau jangka waktu pemakaian dari yg sebelumnya udh seminggu kok, udah bener. Tonerku juga aman ga aneh aneh. Kemungkinan emg bener kebanyakan aja wkwk. Kapok deh sekarang ntar kalo pake dikit aja sebutir diratain semuka. Tapi efek psikis jadi takut kalo mau pake. Efek anti aging ga keliatan, malah jd nanem ketakutan dan pengalaman seram.",1
"Combination, Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : PR Package,"â¨Klaim : *Time-released Technology bekerja dgn cepat & efektif tanpa menimbulkan iritasi *Aman u/ skin barrier rusak & kulit sensitif *Melawan garis halus dan kerutan dgn hasil signifikan dalam 2 minggu pemakaian *Mengembalikan elastisitas *Mengencangkan, Menjaga skin barrier & mengunci kelembaban*Kulit lebih halus & kencang â¨Ingredients : * Encaptulated Retinol : Retinol, Retinal, Hydoroxypinacolone Retinoate *5X Ceramides (NS, NG, NP,AP & EOP) *3D Peptides : Gabungan Maytixylâ¢ï¸3000 Peptide, SKNâ¢ï¸-AKE Peptide, Acetylâ¢ï¸ Tetrapeptide-5 *Niacinamide, Dipotassium Glycyrrhizate, Sodium Hyaluronate, Centella Asiatica Ext, Tocopherol,etc â¨Notable Effect : Anti-Aging Antioxidant Anti-Acne Brightening Soothing Hydrating â¨Note : *NO (Paraben, Alcohol, SLS, Mineral Oil, Fragrance & Silicone) *Fungal Acne Safe *BPOM *All skin type â¨Cara pakai : *2-3 pump *Hanya di MALAM hari Design simple dominasi warna gold. Dilengkapi dus & plastik pembungkus. Produknya botol kaca tebal, aplikator airless pump. Teksturnya gel watery bening ada bulir2 gold. Mudah diratakan, cepat menyerap & ga lengket. Ringan & nyaman. Ada efek ademin & lembabin kulit.Ada sedikit wangi floral. Ga ada rasa alergi, tingling, burning, cekat cekit, gatel ataupun perih. Efek yang paling kerasa itu bikin kulit terasa adem, kenyal, lebih halus, terasa lifted. Terlihat cerah ga kusam. Bahkan keesokkan harinya pun masih berasa halus,sehat, plumpy, kenyal & terlihat glowing cerah. Aku pake ini sekitar 15 hari. Menurut aku ini membantu banget memperbaikin kulit yg sempet gradakan abis mens. Bantu merawat jerawat, juga ngempesin & sedikit memudarkan bekas jerawat. Berutusan & jerawat lebih jarang muncul & minim banget tekstur kulit kasar. Kulit jadi ga gampang minyakan (ada oil control) & ga bikin kering/pecah2. Pori2 terlihat lebih soft samar. Gentle & mudah diterima di kulit. Cocok u/ pemula â¨Note : *test patch *Coba 2-3x/ minggu sblm dipake daily *No Exfo product, kalo ttp mau pake, selang seling aja yah *Kalau dirasa kurang hydrate bisa pake produk hydrating untuk layering *Wajib SUNSCREEN",5
"Combination, Medium, Warm",Usage Period : Less than 1 weekPurchase Point : Shopee,"ini Retinol ajaib bangettt. fisrt impress pake ini dalam 2 bulan, di malam pertama aku udah takjub banget, karena dalam waktu semalam dia bisa buat wajah aku jadi shinning dan shimering alias sangat glowing. Dalam sebulan mencerahkan muka. enjoy make ini, dan bakalan beli lagi.",5
"Combination, Light, Cool",Usage Period : Less than 1 weekPurchase Point : Shopee,"Serum yang mungkin satu2nya yg gentle buat kulit sensitif seperti saya.. kandungannya bagus bangettð jerawat cepet kering dan bekas jerawatnya pun mulai memudar bahkan yg sudah lama banget. Pori2 besar pun terlihat besih, pokoknya oke banget sih ini produk, cuman sayang susah banget carinya skrg.. denger2 udah discontinueð¢ pdhal dr awal launch smp skrg pakai ini trs..",5
"Combination, Medium Light, Neutral",Usage Period : 6 months - 1 yearPurchase Point : Shopee,"Retinol ini cocok untuk pemula, terdapat 3 kandungan retinol tapi walaupun gitu ini cukup ringan untuk pemula. Di aku gak ada rasa cekat cekit ataupun perih, malah ini bantu buat kulit jadi lebih lembab dan kelihatan lebih halus juga jadi plumpy.",5
"Normal, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Sejauh ini retinol yg paling cocok di aku skintific ini. Paginya pas bangun wajah aku ga kering makin lembab, ini juga bisa ngurangin kerutan sih. Kulit aku pun makin cerah setelah pake 1 bulanan mulai keliatan. Pas dipake juga enak ada bulir2nya gitu.",5
"Oily, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"Berawal pake retinol terus kulit sering kering dan terkelupas, akhirnya coba cari retinol gentle dan coba skintific gentle retinol ini, pertama pake seminggu cuma 2 kali dan aman banget, kulit ga kelupas dan jadi kering, malah kulit sekaran serasa halus , glowing dan mulus, meski masih ada satu, dua jerawat bulanan, garis halus memudar juga, pas pemakaian ga ada kerasa panas atau bagaimana, saya juga nambahin pelembab muka setelah menggunakan ini.",5
"Combination, Medium Light, Neutral",Usage Period : Less than 1 weekPurchase Point : Shopee,Salah revie semestinya yg vit C malah ini yg retinol. Ngapusnya bijimane ya? Mau dihapus tapi bingung akutu karena salah kamar eui bagaimana yak mana kalo review kudu 200 karakter lagi ni gw ketik2 aja supaya memenuhi 200 karakter. Udah gt aja sekian dan terima gaji,3
"Oily, Medium Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Instagram,saya menggunakan retinol sudah sekitar 6 bulanan. produk ini cocok untuk yang baru mau mencoba retinol karena retinolnya skintific tidak menimbulkan cekat cekit di wajah. apabila muka lagi beruntusancocokuntuk menggunakan serum skintific di malam hari maka pada esok harinya muka lebih tenang,5
"Combination, Medium, Neutral",Usage Period : 6 months - 1 yearPurchase Point : Shopee,"Karena sudah bucin sama moisturizernya, jadi penasaran sama si serum ini. Cuco juga tapi ngga terlalu berasa beda  efek yang signifikan kalo di duoin. Teksture, wangi, kekentalan sama aja kaya si moisturizer. Hasil pakai series ini, kulit berasa kenyal, lembab, ga berminyak, dan beruntusan pun jarang.",5
"Combination, Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Untuk packagingnya = oke lah, tapi tutupnya gampang retak kalo jatuh & agak longgar. Saya ga rekomen karna saya pakai tidak merasakan efek yang signifikan dalam waktu 1.5bulan pemakaian rutin. Untuk teksturnya saya suka karna mudah menyerap juga.",2
"Combination, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,Produk skintific emang tidak pernah mengecewakan . . .skintific gentle - A retinol renewal serum ini cocok banget buat kalian yg baru mau nyoba pake retinol . . . Karena produk ini gak bikin kulit kalian kering pokoknya cocok banget buat para pemula,5
"Normal, Light, Neutral",Usage Period : 6 months - 1 yearPurchase Point : Shopee,Product retinol yang selalu aman buatku. Ini ngga bikin efek negatif apa2 sih di kulitku. Dia gel ada buliran2 emasnya gitu (encapsulated kali ya?). Enak banget dan ngasi efek plumpy keesokan harinya. Dia termasuk gentle banget ya dan cocok untuk pemula. Udah habis botol kedua ini mau beli yang 50ml sekalian moistnya yang 80ml,5
"Oily, Medium Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Tiktokshop,"Teksturnya cair, cepat meresap, dan di kulit aku sih gak bikin cekat cekit saat pemakaian. Malemnya pake itu dijamin semua tekstur kulit wajah lenyap bener-bener langsung halus seketika. Apa itu komedo? Apa itu beruntusan? Abis pake ini gak bakalan deh kenal lagi sama komedo dan beruntusan. Jangan lupa paginya harus selalu pake sunscreen yaa ðð",5
"Dry, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,"Pertama kali pake retinol agak takut nyoba nya, makanya pilih retinol yang gentle kayak skintific ini. Udah 6 bulan pakai dari febuari kemarin seminggu sekali dan ngefek banget! Muka glowing dan aku ngerasa komedo ku juga berkurang banget. Di jxb 2023 ini mau banget repurchase skintific retinol yang cuma 84rb ituð walaupun botol pertama aja masih ada 1/4 botol",5
"Dry, Medium, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Serum retinol pertamaku. Dengan klaimnya yang sensitive skin friendly, akhirnya aku memberanikan diri untuk coba. Setelah pake ini, jujur banyak temen yang notice kulitku jadi glowing. Tapi untuk menyamarkan fine lines belum terlalu keliatan ya. Mungkin karena baru pake satu botol hihihi. Kemerahan pun tetep ada, cuma ga parah. Worth to try pokonyaaa.",5
"Dry, Medium, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Retinol pertama yang aku pake. Menurutku efek yang dirasain ga terlalu keliatan yaa, cuman kalo misal pake ini pas malem, paginya bangun bangun kulit kenyall dan lembab. Ga ada efek negatif di kulitku, tapi mungkin aku mau coba retinol lain.",5
"Dry, Light, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"basenya air gitu dan ini enak bangeett cepet menyerap di kulit dan wanginya soft bangett. Kulit langsung lembut dan cerah. dipakenya cuma malem aja kalo aku, terus besok paginya kerasa segerrr kulitnya dan masih lembab aja gitu. efeknya kulit aku jadi lebih halus dan cerahh sih.",5
"Combination, Medium, Warm",Usage Period : 6 months - 1 yearPurchase Point : Tokopedia,"aku beli bundling yg tube dan jar. isinya sih sama aja. karena teksturnya watery jadi mending yg tube kayak gini aja biar lebih gampang dipakenya, enak di pake gampang ngeblend dan paginya mukaku mulus deh enak lembab, dan ini kan gentle ya jadi aku gatakut juga makenya",5
"Oily, Medium Light, Warm",Usage Period : 1 week - 1 monthPurchase Point : tiktok shop,"Serumnya cukup gentle, untuk pemula sih ini nyaman dan bikin kulit pas bangun tidur tuh jadi haluuuuus lembut gitu. Dia teksturnya gel yg ada butiran2 kecilnya, tapi pas diratakan ke wajah jadi menyatu sama kulit. Ada wanginya dan ga mengganggu sih. Di aku ini cepet abis, padahal pakainya hanya malam hari aja. Oh iya ini bisa dipakai setiap malam karena kandungannya gentle, cuma kl aku pakai 2x seminggu aja. Hasilnya kulit halus, lembut, ga kering dan kl lg ada jerawat yg gede gitu ini lumayan ngaruh bikin kempes. Sayangnya buat jerawat yg kecil or tipe beruntusan di aku ga ngefek sih pake ini. Overall buat pemula yg mau pakai retinol wajib cobain yg ini, cuma buat yg udh biasa pakai retinol kayanya ini kurang nendang sih.",4
"Combination, Medium, Warm",Usage Period : More than 1 yearPurchase Point : Shopee,"aku beli ini sepaket ya Ama moisturizer nya. sama dengan review ku di moisturizer nya, dia ini bikin kulit lembab banget. halus dan kenyal. aku ngerasa ya kulit wajahku jadi makin sehat dan bersih aja. apalagi aku ga ngalamin iritasi sama sekali. untuk harga emang lumayan ya, tapi pinter2 aja hemat produk nya. aku sih bisa pakai sampai 6 bulan satu botol, ya karena emang sepelit ituu akuu. dan retinol juga emang pakai sesekali aja",5
",19 - 24",Usage Period : 1 week - 1 monthPurchase Point : Instagram,Baru aja beli dan nyoba 3x sayangnya mungkin emang ga jodoh dan maksain biar bisa pake retinolnya skintific. Jujurly bikin wajah jadi tambah cerah tapi setelahnya keluar beberapa jiriwit gatel huhu sedih banget padahal udah excited bakal ngalahin produk sebelah. Sayang banget ternyata ga cocok,3
"Combination, Light, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : Shopee,its good product kebetulan aku uda cocok banget sama retinol dari produk sebelah tapi sayang uda discontinued dan produknya lain di reformula dan jd ga cocok so sad :( ini first impressionnya cantik banget ada serpihan2 gold gitu. packaging not bad lah walau printnya di tubenya agak luntur . untuk produknya so far aku cocok2 aja btw ud habis 1 set sih sama moisturizer nya dan cocok2 aja mau repurchase tp barangnya ga ada di official antara habis atau mau discontinued,4
"Combination, Light, Warm",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"jos gandos edan. kulit jadi cerah. pake cuma malem, kalo pagi aslii seger banget ga minyakan samsek bree. pori pori lebih alus. terusan retinolnya ga bikin iritasi. super gentle cocok dipake tiap malem. mending beli woi. ga bikin kulit merah merah, cekit cekit, apalagi ngelotok. pol",5
"Combination, Medium, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Brand website,"Baru sadar ternyata kulitku udah mulai ada kerutan apalagi kebiasaan ngerutin dahi susah dihihangkan, akhirnya nyoba retinol skintific+moist satu bulan pemakaian (2/week) udh kelihatan bgt sgt brkurang kerutan di dahi & sekitar mata",5
"Oily, Medium, Warm",Usage Period : 3 months - 6 monthsPurchase Point : Official Brand Store,"gila ya aku ga percaya sama skincare. bagiku skin care biasa yg non dokter dan non klinik serta non mengelupas ga akan manjur buat mukaku dan kulitku yang bandel ini. karena kulit wajahku super gradakan dulunya, fine lines,kusam,pori2 besar, bumpy kaya gt.tapi dalam 1x pake aja, ini retinol bisa mengurangi itu semua. aku pernah banget nih, pake ini sebulan full sm retinolnya, paginya pake niacinamide sama sunscreen, bagus bgt jadinya kulitku dibanding sebelumnya. pori2 gede di pipi jadi lebih mengecil, bumpy2 ilang. jd gilapp gt saking mulusnya. gile.",5
"Oily, Medium, Neutral",Usage Period : Less than 1 weekPurchase Point : Official Brand Store,"Mungkin disebagian org cocok,but it doesnt work for me,aku jd jearwatan gara gara diað­padahal pke seminggu dua kali dan juga urutannya udh bnr sblm pke retinol aku pke hydrating toner or serum but bikin kecewa,ntah acne prone gaboleh pke ini apa gmna ga ngerti,tp belum tentu di aku ga cocok dikalian mana tau cocok,",1
"Combination, Light, Neutral",Usage Period : 1 month - 3 monthsPurchase Point : Shopee,"Pemakaian 2 bulanan wajah emg lbh cerah tapi kalo untuk ngurangi kerutan kayaknya belum begitu kelihatan. Packaging juga bagus botol kaca pump gitu. Ada encapsulated retinol nya kyk butiran butiran gitu tapi yang serum butirannya agak sulit melelehnya deh. Coba rutinin beberapa bulan lagi deh , karena cantik kan butuh proses ð",4
"Combination, Light, Neutral",Usage Period : 1 week - 1 monthPurchase Point : Shopee,"Kalo dari kemasannya botol kaca bening warna gold, botol pump ya. setelah lebih dari sebulan pemakaian aku ga ada efek negatif, palingan muncul jerawat di area itu2 aja terus aku pakein face oil dari brand lain, sembuh. efek positifnya kulit muka jadi lebih cerah, kalau untuk ngilangin garis halus dan kerutan belum sih.",4
"Combination, Medium Light, Neutral",Usage Period : Less than 1 weekPurchase Point : Shopee,"Gentle A Retinol Renewal Serum ini uda pakai 1 minggu , dan sangat cocok ya .. ini aku pakai di malam hari setelah cuci muka + toner pink dr skintifc nya juga , setelahnya baru pakai serum ini 3 pump .. sejauh ini cocok cuman belum begitu terlihat hasilnya ya karena baru seminggu ..",5
"Combination, Medium Dark, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : PR Package,"retinol serum yg gentle tapi powerful bgt. aku suka sama micro beadsnya yg bikin ada rasa satisfying pas apply produknya. tapi aku gak akan repurchase karena harganya agak mahal dan idk lama-lama gak sreg sama produknya. but it's a good product, jadi bisa kamu coba kalo lagi cari retinol serum yg gentle tapi efeknya oke.",4
"Oily, Medium, Warm",Usage Period : Less than 1 weekPurchase Point : Official Brand Store,"Beli di sociola beli iseng aja, ternyata pas di pakai brutusan dan jerawatku hilang dalam semalam. Cuma aku masi pake nya 2 hari stop, nanti baru pake lagi. Karena aku berasa kering pake ini jadi kulit ku agak perih. Setelah ini mau coba pakai sama moisturizer nya siapa tau lebih ada efek buat anti aging sama lebih lembab. ðð",5
"Combination, Medium, Neutral",Usage Period : 3 months - 6 monthsPurchase Point : sociolla,"cukup aman di kulit keringku, enggak ada adverse reaction yang gimana2. teksturnya juga oke, gampang terserap. walaupun aku pakainya rada males2 tapi aku cukup merasa tiap malemnya habis pakai ini, paginya pas cuci muka kulit terasa lebih plump, enak aja dipegang gitu. untuk wrinkle reduction belum terlihat signifikan, tapi ya wajar lah, it's not a miracle product but still a good product, worth to try.",4
